track_id,avg_speed,max_speed,direction_change_rate,dwell_time,size_var,anomaly_flag,anomaly_score
177,148.0225748185244,151.24818180387663,0.4046353903233493,0.2,0.14535240862687107,1,0.08966888685653052
61,23.445605542814253,109.64040497515784,1.2510707846004951,6.666666666666667,0.15388564187736206,1,0.0932883471324567
275,48.3350015732571,162.38824071976663,0.5546382242507333,4.333333333333333,0.13019482976609928,1,0.0950202699326328
100,15.601270095788266,113.25908874761535,1.370828372057174,5.933333333333334,0.1443688546461165,1,0.10130726057342382
35,22.33698959954812,150.0580397902515,1.6662130828094668,3.3333333333333335,0.16817292747570128,1,0.10457045066898274
36,70.37795667028504,176.4460508394132,1.4408813180591056,0.4666666666666667,0.06106714516127869,1,0.10752461616831094
301,32.212678965967584,92.4807478755497,0.5182422207595405,1.8666666666666667,0.176170613349364,1,0.1075719489735334
39,21.608971986892243,31.70800055671446,2.058464688692598,0.3333333333333333,0.1007738689958529,1,0.11266863358452395
245,61.97591061215779,92.91328730879668,1.1617500713455091,0.4,0.039282427353708314,1,0.11788040048923243
8,94.68323708420837,122.50369623657073,0.5883449549388536,0.2,0.0562493221619045,1,0.11813661955695703
312,9.701585921687512,52.25248420439596,1.3622912635876114,4.133333333333334,0.04163541835422161,1,0.11967353071585846
274,79.63292198120352,104.16753643884728,0.6959983514440178,0.2,0.10069993486994536,1,0.12000509690114641
303,31.7114088032835,95.76078921014154,1.86228088094173,1.2,0.05694423684528087,1,0.12076314848851671
241,97.12928087591065,139.73336000127455,0.4611400278150586,0.4666666666666667,0.07975388606531197,1,0.12089518169024932
204,34.061705921147166,236.65242294649713,1.2859958748723253,2.4,0.11686456651205537,1,0.12180719681985902
380,7.0868170929660605,16.944584925848517,1.3974638417822283,0.8666666666666667,0.02084150027407438,1,0.12181791803325137
260,17.420804795584893,17.89280566830875,1.5762987954888752,0.2,0.00545842652180995,1,0.12210135052930754
27,35.604711765283895,143.60640547878813,1.715538033573352,0.6666666666666666,0.06668804193308019,1,0.12342803997286111
128,16.525559301356548,54.64480547955802,1.4893407069707805,4.4,0.05795669091749113,1,0.12472995339601817
287,13.267378941031653,66.99805241886595,0.9946438368043844,4.0,0.13244263911047902,1,0.12608934054654047
186,28.383421507605384,38.426571282194814,1.9471644463760698,0.2,0.042969307885868606,1,0.13428097363444697
280,22.675538876957617,29.115715120192355,0.3720533605544998,0.2,0.07619180030893972,1,0.13532777304681298
341,42.698463167079126,59.54233591747208,0.4106534937206167,0.8666666666666667,0.07675200698212133,1,0.13674678190615086
354,23.45366786472219,176.63995760650707,1.4372280443141496,3.3333333333333335,0.06662067373608983,1,0.1378033932531071
10,17.385118126398563,37.740128333579506,0.804692479132321,1.3333333333333333,0.11719942138868825,1,0.14022212304921416
5,15.07007428031459,61.562151172661444,1.1565400497317215,2.8666666666666667,0.0508604067738113,1,0.1424031863420006
127,22.85780394245719,82.68552213614727,1.4209178242357068,3.8666666666666667,0.08492921636732985,1,0.14322925627248478
253,30.206363747615608,73.02236123494312,1.5231580690002546,1.4666666666666666,0.09445504082319962,1,0.1433006866322783
7,48.70379790312365,93.46398033567223,0.8565947470845009,0.3333333333333333,0.1124384223178958,1,0.14455353243338231
379,28.543121605928366,62.380588211321324,1.0878078022251527,0.7333333333333333,0.15218634998889732,1,0.14669536832506658
325,18.628010165158866,44.51570806519815,1.4702702774862315,1.6,0.11718279400065446,1,0.14709943866399738
196,33.27295010659264,45.025226890575034,0.5958666193329294,0.2,0.061228664123315395,1,0.14785550278236748
21,13.154900397216865,16.95325056207541,1.1750019010043042,0.4666666666666667,0.04268928015436225,1,0.1490074288895955
256,19.34713200277087,76.61208144559708,1.4453447482980508,0.9333333333333333,0.03176810356709774,1,0.15065351957557893
272,18.012944992989503,36.1368451832209,1.6035414720787144,0.3333333333333333,0.029423457600370004,1,0.15207371875427628
291,15.545739602812183,46.75137188659254,1.3702812533292195,2.2666666666666666,0.08624692076608345,1,0.15249785817053574
31,24.115339060232753,55.48223822596833,1.4404376747608632,0.9333333333333333,0.11798597093696926,1,0.15568044383393292
216,39.68501054787479,63.83979967605726,1.2251724640848096,0.4666666666666667,0.04661181780080714,1,0.1599497351746248
375,16.48163365306674,46.11445382734692,1.2740959918276644,1.6,0.06960162813102203,1,0.16026285900498544
237,19.411143646679893,88.46988197828011,0.9902188840051909,1.0,0.06122168036549104,1,0.162017276965715
269,19.745891504142545,55.993883979472926,1.0929207136798404,0.4666666666666667,0.06824361848987864,1,0.16254443428100102
381,16.57750321638564,45.04260693166723,1.2231040006705747,0.4666666666666667,0.06690506867433298,1,0.1638148051182025
